Tier,Needs,Category,Product,Current price,Known cost,In stock? (y/n),Cost ex GST per bottle (FILL),Photo source (shoot/supplier/na),Filename 01 (front),Filename 02 (back),SKU,Shopify handle
"C - draft, costed, needs photo",PHOTO,White,Shaw + Smith M3 Chardonnay,60.99,41.57,,,,shaw-smith-m3-chardonnay-01.jpg,shaw-smith-m3-chardonnay-02.jpg,SH-FINE-SHAW-SMITH-M3-CHARDONNAY-750,shaw-smith-m3-chardonnay
"C - draft, costed, needs photo",PHOTO,Red,Torbreck Struie,60.99,41.03,,,,torbreck-struie-01.jpg,torbreck-struie-02.jpg,SH-FINE-TORBRECK-STRUIE-750,torbreck-struie
"C - draft, costed, needs photo",PHOTO,Red,Vasse Felix Cabernet Sauvignon,57.99,39.07,,,,vasse-felix-cabernet-sauvignon-01.jpg,vasse-felix-cabernet-sauvignon-02.jpg,SH-FINE-VASSE-FELIX-CABERNET-SAUVIGNON-750,vasse-felix-cabernet-sauvignon
"C - draft, costed, needs photo",PHOTO,White,Greywacke Wild Sauvignon,56.99,38.50,,,,greywacke-wild-sauvignon-01.jpg,greywacke-wild-sauvignon-02.jpg,SH-FINE-GREYWACKE-WILD-SAUVIGNON-750,greywacke-wild-sauvignon
"C - draft, costed, needs photo",PHOTO,White,Joseph Drouhin Chablis,56.99,38.39,,,,joseph-drouhin-chablis-01.jpg,joseph-drouhin-chablis-02.jpg,SH-FINE-JOSEPH-DROUHIN-CHABLIS-750,joseph-drouhin-chablis
"C - draft, costed, needs photo",PHOTO,Red,Joseph Drouhin Laforet Bourgogne Chardonnay,56.99,38.39,,,,joseph-drouhin-laforet-bourgogne-chardonnay-01.jpg,joseph-drouhin-laforet-bourgogne-chardonnay-02.jpg,SH-FINE-JOSEPH-DROUHIN-LAFORET-BOURGOGNE-CHARDONNAY-750,joseph-drouhin-laforet-bourgogne-chardonnay
"C - draft, costed, needs photo",PHOTO,Red,Banfi DOCG Chianti Classico,53.99,36.66,,,,banfi-docg-chianti-classico-01.jpg,banfi-docg-chianti-classico-02.jpg,SH-FINE-BANFI-DOCG-CHIANTI-CLASSICO-750,banfi-docg-chianti-classico
"C - draft, costed, needs photo",PHOTO,Red,Joseph Drouhin Morgon,53.99,36.30,,,,joseph-drouhin-morgon-01.jpg,joseph-drouhin-morgon-02.jpg,SH-FINE-JOSEPH-DROUHIN-MORGON-750,joseph-drouhin-morgon
"C - draft, costed, needs photo",PHOTO,Red,Kilikanoon Covenant Shiraz,52.99,35.48,,,,kilikanoon-covenant-shiraz-01.jpg,kilikanoon-covenant-shiraz-02.jpg,SH-FINE-KILIKANOON-COVENANT-SHIRAZ-750,kilikanoon-covenant-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Penfolds Bin 28 Shiraz,52.99,36.10,,,,penfolds-bin-28-shiraz-01.jpg,penfolds-bin-28-shiraz-02.jpg,SH-FINE-PENFOLDS-BIN-28-SHIRAZ-750,penfolds-bin-28-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Poggio Al Tesoro Solosole Vermentino Bolgheri DOC - Tuscany Italy,52.99,35.48,,,,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy-01.jpg,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy-02.jpg,SH-FINE-POGGIO-AL-TESORO-SOLOSOLE-VERMENTINO-BOLGHERI-DOC-TUSCANY-ITALY-750,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy
"C - draft, costed, needs photo",PHOTO,Red,Poggio dei Salici Chianti Classico DOCG,52.99,35.48,,,,poggio-dei-salici-chianti-classico-docg-01.jpg,poggio-dei-salici-chianti-classico-docg-02.jpg,SH-FINE-POGGIO-DEI-SALICI-CHIANTI-CLASSICO-DOCG-750,poggio-dei-salici-chianti-classico-docg
"C - draft, costed, needs photo",PHOTO,Red,Katnook Estate Merlot,51.99,34.91,,,,katnook-estate-merlot-01.jpg,katnook-estate-merlot-02.jpg,SH-FINE-KATNOOK-ESTATE-MERLOT-750,katnook-estate-merlot
"C - draft, costed, needs photo",PHOTO,White,Shaw + Smith Sauvignon Blanc,29.99,25.27,,,,shaw-smith-sauvignon-blanc-01.jpg,shaw-smith-sauvignon-blanc-02.jpg,SH-FINE-SHAW-SMITH-SAUVIGNON-BLANC-750,shaw-smith-sauvignon-blanc
"C - draft, costed, needs photo",PHOTO,Rose,Turkey Flat Rosé,26.99,23.07,,,,turkey-flat-rose-01.jpg,turkey-flat-rose-02.jpg,SH-FINE-TURKEY-FLAT-ROSE-750,turkey-flat-rose
"C - draft, costed, needs photo",PHOTO,White,Chrismont La Zona Pinot Grigio,20.99,17.74,,,,chrismont-la-zona-pinot-grigio-01.jpg,chrismont-la-zona-pinot-grigio-02.jpg,SH-FINE-CHRISMONT-LA-ZONA-PINOT-GRIGIO-750,chrismont-la-zona-pinot-grigio
"C - draft, costed, needs photo",PHOTO,Sparkling,Dal Zotto Pucino Prosecco,19.99,16.60,,,,dal-zotto-pucino-prosecco-01.jpg,dal-zotto-pucino-prosecco-02.jpg,SH-FINE-DAL-ZOTTO-PUCINO-PROSECCO-750,dal-zotto-pucino-prosecco
